stock_code,company,listing_date,listing_year,industry,tier,score,missing_hard,missing_soft,has_hstech,has_vhsi,has_ind_basket,has_hs_sector,has_ipo_heat,has_subscription,has_outcome
01343,偉源控股,2020-03-12,2020,地产/建筑,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
01351,輝煌明天,2020-11-11,2020,消费/零售,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01376,RAFFLESINTERIOR,2020-05-07,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01379,温嶺工量刃具,2020-12-30,2020,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01408,濠江機電,2020-09-11,2020,地产/建筑,核心缺口,95,HSTECH:hstech_ret_20d,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01429,天任集團,2020-09-29,2020,地产/建筑,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01433,常達控股,2020-03-12,2020,工业/制造,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01440,DEYUN HOLDING,2021-01-13,2021,消费/零售,MVP可行,101,无缺口,VHSI;国配倍数;新闻仅近期不可回测,True,False,True,True,True,True,True
01449,立德教育,2020-08-06,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01455,科利實業控股,2020-09-15,2020,消费/零售,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01463,C-LINK SQ,2020-03-27,2020,消费/零售,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻不可用/空,False,False,True,True,True,True,True
01472,生興控股,2020-03-17,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01477,歐康維視生物－Ｂ,2020-07-10,2020,生物科技/医药,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01490,CHESHI,2021-01-15,2021,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01502,金融街物業,2020-07-06,2020,地产/建筑,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
01516,融創服務,2020-11-19,2020,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01597,納泉能源科技,2020-10-20,2020,工业/制造,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01643,現代中藥集團,2021-01-15,2021,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01645,海納智能,2020-06-03,2020,工业/制造,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01650,HYGIEIA GROUP,2020-07-03,2020,消费/零售,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻不可用/空,False,False,True,True,True,True,True
01795,亞東集團,2020-11-18,2020,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01855,中邦環境,2021-01-06,2021,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01859,煜盛文化,2020-03-13,2020,其他,核心缺口,82,认购倍数,HSTECH:上市早于指数窗口;VHSI;行业=其他;无官方板块;国配倍数;新闻不可用/空,False,False,False,False,True,False,True
01936,RITAMIX,2020-05-13,2020,消费/零售,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻不可用/空,False,False,True,True,True,True,True
01940,CGII HLDGS,2020-12-29,2020,新能源/汽车,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01941,燁星集團,2020-03-13,2020,地产/建筑,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
01942,MOG HOLDINGS,2020-04-15,2020,金融,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01945,清科創業,2020-12-30,2020,金融,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01950,深藍科技控股,2020-03-12,2020,工业/制造,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01952,雲頂新耀－Ｂ,2020-10-09,2020,生物科技/医药,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01953,RIMBACO,2020-04-28,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01957,MBV INTL,2020-07-08,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01961,九尊數字互娛,2020-03-17,2020,TMT/互联网,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
01971,弘陽服務,2020-07-07,2020,地产/建筑,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
01981,華夏視聽教育,2020-07-15,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
02057,中通快遞－ＳＷ,2020-09-29,2020,工业/制造,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02096,先聲藥業,2020-10-27,2020,生物科技/医药,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02101,福祿控股,2020-09-18,2020,消费/零售,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02107,第一服務控股,2020-10-22,2020,地产/建筑,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02110,裕勤控股,2020-12-07,2020,地产/建筑,MVP可行,101,无缺口,VHSI;国配倍数;新闻仅近期不可回测,True,False,True,True,True,True,True
02115,捷心隆,2020-10-15,2020,其他,核心缺口,84,认购倍数,恒生科技60:hstech_ret_60d;VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,False,False,False,True,False,True
02117,大唐集團控股,2020-12-11,2020,其他,核心缺口,86,认购倍数,VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,False,False,False,True,False,True
02125,稻草熊娛樂,2021-01-15,2021,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02126,藥明巨諾－Ｂ,2020-11-03,2020,生物科技/医药,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02127,匯森家居,2020-12-29,2020,消费/零售,MVP可行,101,无缺口,VHSI;国配倍数;新闻仅近期不可回测,True,False,True,True,True,True,True
02129,LEGION CONSO,2021-01-13,2021,工业/制造,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02130,嘉泓物流,2020-10-15,2020,工业/制造,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02131,云想科技,2020-12-17,2020,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02132,譽燊豐控股,2020-10-20,2020,地产/建筑,MVP可行,99,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻不可用/空,True,False,True,True,True,True,True
02135,瑞麗醫美,2020-12-28,2020,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02142,和鉑醫藥－Ｂ,2020-12-10,2020,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02146,榮萬家,2021-01-15,2021,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02148,VESYNC,2020-12-18,2020,其他,核心缺口,86,认购倍数,VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,False,False,False,True,False,True
02153,達豐設備,2021-01-13,2021,工业/制造,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02158,醫渡科技,2021-01-15,2021,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02159,麥迪衛康,2021-01-19,2021,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02169,滄港鐵路,2020-10-23,2020,工业/制造,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02263,富石金融,2020-02-19,2020,金融,核心缺口,89,macro:mkt_turnover_chg_20d;ind_basket:ind_amount_chg_20d,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,False,True,True,True,True
02381,蜆壳電業,2020-06-02,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
02599,祥生控股集團,2020-11-18,2020,其他,核心缺口,86,认购倍数,VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,False,False,False,True,False,True
03347,泰格醫藥,2020-08-07,2020,生物科技/医药,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
03390,滿貫集團,2020-04-15,2020,生物科技/医药,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
03913,合景悠活,2020-10-30,2020,地产/建筑,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06063,智中國際,2020-04-15,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
06078,海吉亞醫療,2020-06-29,2020,生物科技/医药,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
06618,京東健康,2020-12-08,2020,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06666,恒大物業,2020-12-02,2020,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06677,遠洋服務,2020-12-17,2020,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06688,螞蟻集團,2020-10-26,2020,其他,核心缺口,78,认购倍数;outcome验证,恒生科技60:hstech_ret_60d;VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,False,False,False,True,False,False
06813,大喜屋集團,2020-01-24,2020,其他,核心缺口,34,macro:mkt_turnover_avg_20d;macro:mkt_turnover_chg_20d;ipo_heat:avg_day1_return_60d;ipo_heat:avg_day5_return_60d;ipo_heat:avg_day20_return_60d;ipo_heat:break_rate_60d;ipo_heat:avg_mdd20_60d;认购倍数;outcome验证,HSTECH:上市早于指数窗口;VHSI;行业=其他;无官方板块;国配倍数;新闻不可用/空,False,False,False,False,False,False,False
06900,上坤地產,2020-11-17,2020,其他,核心缺口,86,认购倍数,VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,False,False,False,True,False,True
06918,奇士達,2020-03-18,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
06933,新娛科控股,2020-07-15,2020,TMT/互联网,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
06958,正榮服務,2020-07-10,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
06968,港龍中國地產,2020-07-15,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
06969,思摩爾國際,2020-07-10,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
06978,永泰生物－Ｂ,2020-07-10,2020,生物科技/医药,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
06988,樂享互動,2020-09-23,2020,消费/零售,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06989,卓越商企服務,2020-10-19,2020,地产/建筑,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06993,藍月亮集團,2020-12-16,2020,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06996,德琪醫藥－Ｂ,2020-11-20,2020,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06998,嘉和生物－Ｂ,2020-10-07,2020,生物科技/医药,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06999,領地控股,2020-12-10,2020,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
08489,裕程物流,2021-01-13,2021,工业/制造,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
08496,新加坡美食控股,2020-05-18,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
08616,新威工程集團,2020-04-23,2020,地产/建筑,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
08620,亞洲速運,2020-04-20,2020,工业/制造,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
08623,中國蜀塔,2020-07-10,2020,工业/制造,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
08657,TRUE PARTNER,2020-10-16,2020,金融,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
08659,易和國際控股,2020-07-13,2020,工业/制造,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09600,新紐科技,2021-01-06,2021,TMT/互联网,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09608,宋都服務,2021-01-18,2021,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09616,東軟教育,2020-09-29,2020,消费/零售,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09618,京東集團－ＳＷ,2020-06-18,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09633,農夫山泉,2020-09-08,2020,消费/零售,核心缺口,95,HSTECH:hstech_ret_20d,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09666,金科服務,2020-11-17,2020,其他,核心缺口,86,认购倍数,VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,False,False,False,True,False,True
09668,渤海銀行,2020-07-16,2020,金融,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09677,威海銀行,2020-10-12,2020,金融,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09688,再鼎醫藥－ＳＢ,2020-09-28,2020,生物科技/医药,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09698,萬國數據－ＳＷ,2020-11-02,2020,TMT/互联网,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09901,新東方－Ｓ,2020-11-09,2020,消费/零售,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09906,宏力醫療管理,2020-07-13,2020,生物科技/医药,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09908,嘉興燃氣,2020-07-16,2020,其他,MVP可行,94,无缺口,HSTECH:上市早于指数窗口;VHSI;行业=其他;新闻仅近期不可回测,False,False,False,True,True,True,True
09913,智勤控股,2020-08-14,2020,地产/建筑,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻不可用/空,False,False,True,True,True,True,True
09916,興業物聯,2020-03-09,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09923,移卡,2020-06-01,2020,金融,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09926,康方生物－Ｂ,2020-04-24,2020,生物科技/医药,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
09929,澳達控股,2020-02-14,2020,地产/建筑,核心缺口,63,macro:mkt_turnover_chg_20d;ind_basket:ind_amount_chg_20d;ipo_heat:avg_day1_return_60d;ipo_heat:avg_day5_return_60d;ipo_heat:avg_day20_return_60d;ipo_heat:avg_mdd20_60d,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,False,True,False,True,True
09936,稀美資源,2020-03-12,2020,工业/制造,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09939,開拓藥業－Ｂ,2020-05-22,2020,生物科技/医药,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09958,力天影業,2020-06-22,2020,消费/零售,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09969,諾誠健華－Ｂ,2020-03-23,2020,生物科技/医药,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
09977,鳳祥股份,2020-07-16,2020,其他,核心缺口,84,认购倍数,HSTECH:上市早于指数窗口;VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,False,False,False,False,True,False,True
09979,綠城管理控股,2020-07-10,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09983,建業新生活,2020-05-15,2020,地产/建筑,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09986,大山教育,2020-07-15,2020,消费/零售,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻不可用/空,False,False,True,True,True,True,True
09987,百勝中國－Ｓ,2020-09-10,2020,消费/零售,核心缺口,95,HSTECH:hstech_ret_20d,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09989,海普瑞,2020-07-08,2020,生物科技/医药,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09990,祖龍娛樂,2020-07-15,2020,TMT/互联网,MVP可行,101,无缺口,HSTECH:上市早于指数窗口;VHSI;新闻仅近期不可回测,False,False,True,True,True,True,True
09991,寶尊電商－ＳＷ,2020-09-29,2020,消费/零售,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09992,泡泡瑪特,2020-12-11,2020,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09993,金輝控股,2020-10-29,2020,地产/建筑,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09995,榮昌生物－Ｂ,2020-11-09,2020,生物科技/医药,MVP可行,101,无缺口,恒生科技60:hstech_ret_60d;VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09996,沛嘉醫療－Ｂ,2020-05-15,2020,生物科技/医药,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
09997,康基醫療,2020-06-29,2020,其他,核心缺口,84,认购倍数,HSTECH:上市早于指数窗口;VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,False,False,False,False,True,False,True
09999,網易－Ｓ,2020-06-11,2020,TMT/互联网,MVP可行,99,无缺口,HSTECH:上市早于指数窗口;VHSI;国配倍数;新闻仅近期不可回测,False,False,True,True,True,True,True
00013,和黃醫藥,2021-06-30,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
00020,商湯－Ｗ,2021-12-30,2021,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
00606,中駿商管,2021-07-02,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01024,快手－Ｗ,2021-02-05,2021,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01228,北海康成－Ｂ,2021-12-10,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01413,廣聯工程控股,2021-03-11,2021,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01473,環聯連訊,2021-02-19,2021,TMT/互联网,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01491,貝特集團控股,2021-10-29,2021,其他,核心缺口,82,认购倍数;outcome验证,行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,True,False,False,True,False,False
01927,久久王,2021-03-16,2021,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
01948,UJU HOLDING,2021-11-08,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01965,朗詩綠色生活,2021-07-08,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02015,理想汽車－Ｗ,2021-08-12,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02137,騰盛博藥－Ｂ,2021-07-13,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02150,奈雪的茶,2021-06-30,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02155,森松國際,2021-06-28,2021,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02160,心通醫療－Ｂ,2021-02-04,2021,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02161,健倍苗苗,2021-02-05,2021,生物科技/医药,MVP可行,101,无缺口,VHSI;国配倍数;新闻仅近期不可回测,True,False,True,True,True,True,True
02162,康諾亞－Ｂ,2021-07-08,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02165,領悅服務集團,2021-07-12,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02170,貝康醫療－Ｂ,2021-02-08,2021,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02171,科濟藥業－Ｂ,2021-06-18,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02175,中國通才教育,2021-07-16,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02177,優趣匯控股,2021-07-12,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02185,百心安－Ｂ,2021-12-23,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
